"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Human GeneID","Human Species Gene ID","Human Symbol","Ensmbl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"2383","Q9D0G0","59054","1926237","Mrps30","Human","10884","8769","MRPS30","ENSG00000112996","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (MRPS30)    DRscDB Data: (MRPS30)                             Human Protein Atlas  (HPA)"
"2384","Q9D0I9","104458","1914297","Rars","Human","5917","9870","RARS1","ENSG00000113643","18","18.22","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (RARS1)    DRscDB Data: (RARS1)                             Human Protein Atlas  (HPA)"
"2385","Q9D0J8","69202","1916452","Ptms","Human","5763","9629","PTMS","ENSG00000159335","12","12.55","high","Yes","Yes","HGNC, Isobase, NCBI, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp","","Add","G2F details (PTMS)    DRscDB Data: (PTMS)                             Human Protein Atlas  (HPA)"
"2386","Q9D0K1","72129","1919379","Pex13","Human","5194","8855","PEX13","ENSG00000162928","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (PEX13)    DRscDB Data: (PEX13)                             Human Protein Atlas  (HPA)"
"2387","Q9D0K2","67041","1914291","Oxct1","Human","5019","8527","OXCT1","ENSG00000083720","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (OXCT1)    DRscDB Data: (OXCT1)                             Human Protein Atlas  (HPA)"
"2388","Q9D0L8","67897","1915147","Rnmt","Human","8731","10075","RNMT","ENSG00000101654","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (RNMT)    DRscDB Data: (RNMT)                             Human Protein Atlas  (HPA)"
"2389","Q9D0M1","67763","1915013","Prpsap1","Human","5635","9466","PRPSAP1","ENSG00000161542","20","20.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (PRPSAP1)    DRscDB Data: (PRPSAP1)                             Human Protein Atlas  (HPA)"
"2390","Q9D0M3","66445","1913695","Cyc1","Human","1537","2579","CYC1","ENSG00000179091","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CYC1)    DRscDB Data: (CYC1)                             Human Protein Atlas  (HPA)"
"2391","Q9D0R2","110960","106314","Tars","Human","6897","11572","TARS1","ENSG00000113407","20","20.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (TARS1)    DRscDB Data: (TARS1)                             Human Protein Atlas  (HPA)"
"2392","Q9D0S9","68917","1916167","Hint2","Human","84681","18344","HINT2","ENSG00000137133","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (HINT2)    DRscDB Data: (HINT2)                             Human Protein Atlas  (HPA)"
"2393","Q9D0T1","20826","893586","Snu13","Human","4809","7819","SNU13","ENSG00000100138","17","17.34","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (SNU13)    DRscDB Data: (SNU13)                             Human Protein Atlas  (HPA)"
"2394","Q9D0W5","68816","1916066","Ppil1","Human","51645","9260","PPIL1","ENSG00000137168","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PPIL1)    DRscDB Data: (PPIL1)                             Human Protein Atlas  (HPA)"
"2395","Q9D154","66222","1913472","Serpinb1a","Human","1992","3311","SERPINB1","ENSG00000021355","20","20.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (SERPINB1)    DRscDB Data: (SERPINB1)                             Human Protein Atlas  (HPA)"
"2396","Q9D162","68597","1915847","Ccdc167","Human","154467","21239","CCDC167","ENSG00000198937","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (CCDC167)    DRscDB Data: (CCDC167)                             Human Protein Atlas  (HPA)"
"2397","Q9D172","28295","1351861","Gatd3a","Human","8209","1273","GATD3","ENSG00000160221","17","17.26","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid, SwiftOrtho","","Add","G2F details (GATD3)    DRscDB Data: (GATD3)                             Human Protein Atlas  (HPA)"
"2398","Q9D1A2","66054","1913304","Cndp2","Human","55748","24437","CNDP2","ENSG00000133313","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CNDP2)    DRscDB Data: (CNDP2)                             Human Protein Atlas  (HPA)"
"2399","Q9D1D4","68581","1915831","Tmed10","Human","10972","16998","TMED10","ENSG00000170348","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (TMED10)    DRscDB Data: (TMED10)                             Human Protein Atlas  (HPA)"
"2400","Q9D1E6","66411","1913661","Tbcb","Human","1155","1989","TBCB","ENSG00000105254","19","19.15","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (TBCB)    DRscDB Data: (TBCB)                             Human Protein Atlas  (HPA)"
"2401","Q9D1F4","67605","1914855","Akt1s1","Human","84335","28426","AKT1S1","ENSG00000204673","17","17.34","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (AKT1S1)    DRscDB Data: (AKT1S1)                             Human Protein Atlas  (HPA)"
"2402","Q9D1G1","76308","1923558","Rab1b","Human","81876","18370","RAB1B","ENSG00000174903","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (RAB1B)    DRscDB Data: (RAB1B)                             Human Protein Atlas  (HPA)"
"2403","Q9D1G2","68603","1915853","Pmvk","Human","10654","9141","PMVK","ENSG00000163344","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (PMVK)    DRscDB Data: (PMVK)                             Human Protein Atlas  (HPA)"
"2404","Q9D1H6","68493","1915743","Ndufaf4","Human","29078","21034","NDUFAF4","ENSG00000123545","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (NDUFAF4)    DRscDB Data: (NDUFAF4)                             Human Protein Atlas  (HPA)"
"2405","Q9D1I5","73724","1920974","Mcee","Human","84693","16732","MCEE","ENSG00000124370","17","17.26","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid, SwiftOrtho","","Add","G2F details (MCEE)    DRscDB Data: (MCEE)                             Human Protein Atlas  (HPA)"
"2406","Q9D1J1","66147","1913397","Necap2","Human","55707","25528","NECAP2","ENSG00000157191","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (NECAP2)    DRscDB Data: (NECAP2)                             Human Protein Atlas  (HPA)"
"2407","Q9D1J3","66118","1913368","Sarnp","Human","84324","24432","SARNP","ENSG00000205323","16","16.36","high","Yes","Yes","eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (SARNP)    DRscDB Data: (SARNP)                             Human Protein Atlas  (HPA)"
"2408","Q9D1L0","14004","1261428","Chchd2","Human","51142","21645","CHCHD2","ENSG00000106153","16","16.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CHCHD2)    DRscDB Data: (CHCHD2)                             Human Protein Atlas  (HPA)"
"2409","Q9D1M0","110379","99832","Sec13","Human","6396","10697","SEC13","ENSG00000157020","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (SEC13)    DRscDB Data: (SEC13)                             Human Protein Atlas  (HPA)"
"2410","Q9D1M4","66143","1913393","Eef1e1","Human","9521","3212","EEF1E1","ENSG00000124802","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (EEF1E1)    DRscDB Data: (EEF1E1)                             Human Protein Atlas  (HPA)"
"2411","Q9D1M7","66120","1913370","Fkbp11","Human","51303","18624","FKBP11","ENSG00000134285","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (FKBP11)    DRscDB Data: (FKBP11)                             Human Protein Atlas  (HPA)"
"2412","Q9D1N9","353242","2660674","Mrpl21","Human","219927","14479","MRPL21","ENSG00000197345","16","16.26","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (MRPL21)    DRscDB Data: (MRPL21)                             Human Protein Atlas  (HPA)"
"2413","Q9D1P0","68537","2137218","Mrpl13","Human","28998","14278","MRPL13","ENSG00000172172","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (MRPL13)    DRscDB Data: (MRPL13)                             Human Protein Atlas  (HPA)"
"2414","Q9D1P4","66917","1914167","Chordc1","Human","26973","14525","CHORDC1","ENSG00000110172","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CHORDC1)    DRscDB Data: (CHORDC1)                             Human Protein Atlas  (HPA)"
"2415","Q9D1Q6","76299","1923549","Erp44","Human","23071","18311","ERP44","ENSG00000023318","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (ERP44)    DRscDB Data: (ERP44)                             Human Protein Atlas  (HPA)"
"2416","Q9D1R9","619547","3704270","Rpl34-ps1","Human","6164","10340","RPL34","ENSG00000109475","12","12.01","moderate","Yes","No","OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (RPL34)    DRscDB Data: (RPL34)                             Human Protein Atlas  (HPA)"
"2417","Q9D273","77697","1924947","Mmab","Human","326625","19331","MMAB","ENSG00000139428","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (MMAB)    DRscDB Data: (MMAB)                             Human Protein Atlas  (HPA)"
"2418","Q9D281","68303","1915553","Fam114a1","Human","92689","25087","FAM114A1","ENSG00000197712","16","16.26","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (FAM114A1)    DRscDB Data: (FAM114A1)                             Human Protein Atlas  (HPA)"
"2419","Q9D287","68183","1915433","Bcas2","Human","10286","975","BCAS2","ENSG00000116752","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (BCAS2)    DRscDB Data: (BCAS2)                             Human Protein Atlas  (HPA)"
"2420","Q9D2C7","110213","99682","Tmbim6","Human","7009","11723","TMBIM6","ENSG00000139644","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (TMBIM6)    DRscDB Data: (TMBIM6)                             Human Protein Atlas  (HPA)"
"2421","Q9D2G2","78920","1926170","Dlst","Human","1743","2911","DLST","ENSG00000119689","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (DLST)    DRscDB Data: (DLST)                             Human Protein Atlas  (HPA)"
"2422","Q9D2N9","77573","1924823","Vps33a","Human","65082","18179","VPS33A","ENSG00000139719","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (VPS33A)    DRscDB Data: (VPS33A)                             Human Protein Atlas  (HPA)"
"2423","Q9D2R0","78894","1926144","Aacs","Human","65985","21298","AACS","ENSG00000081760","18","18.21","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid, SwiftOrtho","","Add","G2F details (AACS)    DRscDB Data: (AACS)                             Human Protein Atlas  (HPA)"
"2424","Q9D2R6","52469","1098757","Coa3","Human","28958","24990","COA3","ENSG00000183978","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (COA3)    DRscDB Data: (COA3)                             Human Protein Atlas  (HPA)"
"2425","Q9D2V7","78885","1926135","Coro7","Human","79585","26161","CORO7","ENSG00000262246","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CORO7)    DRscDB Data: (CORO7)                             Human Protein Atlas  (HPA)"
"2426","Q9D338","56284","1926274","Mrpl19","Human","9801","14052","MRPL19","ENSG00000115364","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (MRPL19)    DRscDB Data: (MRPL19)                             Human Protein Atlas  (HPA)"
"2427","Q9D379","13849","95405","Ephx1","Human","2052","3401","EPHX1","ENSG00000143819","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (EPHX1)    DRscDB Data: (EPHX1)                             Human Protein Atlas  (HPA)"
"2428","Q9D3B1","70757","1918007","Hacd2","Human","201562","9640","HACD2","ENSG00000206527","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (HACD2)    DRscDB Data: (HACD2)                             Human Protein Atlas  (HPA)"
"2429","Q9D3D9","66043","1913293","Atp5d","Human","513","837","ATP5F1D","ENSG00000099624","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (ATP5F1D)    DRscDB Data: (ATP5F1D)                             Human Protein Atlas  (HPA)"
